univ,docs,cites,top_papers,cpp,country,cluster,tier,sim_to_ECNU
AUGUSTA UNIVERSITY,8577.0,245031.0,163.0,28.566806575725778,USA,0,Type-0,0.8565251106240734
AURORA ST LUKES MED CTR,168.0,6564.0,7.0,39.07,nan,0,Type-0,-0.8666971321575665
AURUM INST,129.0,4445.0,9.0,34.46,nan,0,Type-0,-0.861919945429892
AUSL DELLA ROMAGNA,875.0,20435.0,25.0,23.35,ITALY,0,Type-0,-0.8139271226200219
AUSL DI BOLOGNA,1711.0,43467.0,47.0,25.405464640561075,ITALY,0,Type-0,-0.7469872009860525
AUSTIN RESEARCH INSTITUTE,5152.0,169829.0,134.0,32.961737189440996,AUSTRALIA,0,Type-0,0.4222594919090074
AUSTRAL UNIVERSITY,512.0,15330.0,22.0,29.94,ARGENTINA,0,Type-0,-0.8360404325779452
AUSTRALIAN & NEW ZEALAND INTENSIVE CARE SOCIETY,200.0,4645.0,2.0,23.23,AUSTRALIA,0,Type-0,-0.8532128765042771
AUSTRALIAN & NEW ZEALAND UROGENITAL & PROSTATE CANCER TRIALS GROUP,67.0,4615.0,9.0,68.88,AUSTRALIA,0,Type-0,-0.8968442142521508
AUSTRALIAN ANTARCTIC DIVISION,1042.0,27803.0,25.0,26.679750479846447,AUSTRALIA,0,Type-0,-0.8100822547821274
AUSTRALIAN BUR STAT,12.0,8954.0,5.0,746.17,nan,0,Type-0,-0.6819815201682594
AUSTRALIAN CATHOLIC UNIVERSITY,6971.0,216200.0,185.0,31.01342131688423,AUSTRALIA,0,Type-0,0.8129243538064924
AUSTRALIAN CATHOLIC UNIVERSITY - BRISBANE CAMPUS,497.0,8529.0,9.0,17.158953722334005,AUSTRALIA,0,Type-0,-0.8341529881052465
AUSTRALIAN CATHOLIC UNIVERSITY - MELBOURNE CAMPUS,425.0,17109.0,13.0,40.25682352941177,AUSTRALIA,0,Type-0,-0.8562603492022491
AUSTRALIAN CATHOLIC UNIVERSITY - STRATHFIELD CAMPUS,287.0,11042.0,11.0,38.46996515679442,AUSTRALIA,0,Type-0,-0.8601773545480095
AUSTRALIAN CENTRE FOR ADVANCED PHOTOVOLTAICS,231.0,23511.0,30.0,101.7822077922078,AUSTRALIA,0,Type-0,-0.9118062576191394
AUSTRALIAN CENTRE FOR ROBOTIC VISION,84.0,4948.0,4.0,58.89999999999999,AUSTRALIA,0,Type-0,-0.8896662983666107
AUSTRALIAN DEFENSE FORCE ACADEMY,193.0,3885.0,1.0,20.13,AUSTRALIA,0,Type-0,-0.8509685060617244
AUSTRALIAN INSTITUTE FOR MUSCULOSKELETAL SCIENCE,416.0,9169.0,11.0,22.04,AUSTRALIA,0,Type-0,-0.8399532477192455
AUSTRALIAN INSTITUTE OF MARINE SCIENCE,1672.0,71484.0,65.0,42.757769138755975,AUSTRALIA,0,Type-0,-0.7145512734594266
AUSTRALIAN INSTITUTE OF SPORT,587.0,17504.0,8.0,29.82,AUSTRALIA,0,Type-0,-0.8438111621573947
AUSTRALIAN MARITIME COLLEGE,382.0,8076.0,4.0,21.14,AUSTRALIA,0,Type-0,-0.8447309989139213
AUSTRALIAN MUSEUM,1265.0,17573.0,11.0,13.891304347826088,AUSTRALIA,0,Type-0,-0.8023256420604468
AUSTRALIAN NATIONAL UNIVERSITY,38729.0,1157345.0,1013.0,29.884252369025795,AUSTRALIA,2,Type-2,0.986855070131914
AUSTRALIAN NUCLEAR SCIENCE & TECHNOLOGY ORGANISATION,3260.0,91397.0,43.0,28.03680981595092,AUSTRALIA,0,Type-0,-0.5867174163998407
AUSTRALIAN RED CROSS BLOOD SERVICE,234.0,4847.0,1.0,20.71,AUSTRALIA,0,Type-0,-0.8503880284417604
AUSTRALIAN REGENERATIVE MEDICINE INSTITUTE,92.0,4804.0,6.0,52.22,AUSTRALIA,0,Type-0,-0.8820913262285193
AUSTRALIAN RES CTR POPULAT ORAL HLTH,3.0,4662.0,1.0,1554.0,nan,0,Type-0,-0.3858646187259726
AUSTRALIAN RESEARCH COUNCIL,2219.0,95366.0,69.0,42.97744028841821,nan,0,Type-0,-0.6298761024527277
AUSTRALIAN SYNCHROTRON,912.0,31152.0,25.0,34.15616228070175,AUSTRALIA,0,Type-0,-0.8221156556055315
AUSTRALIAN WINE RESEARCH INSTITUTE,201.0,5392.0,1.0,26.83,AUSTRALIA,0,Type-0,-0.8572410748738518
AUSTRIAN ACADEMY OF SCIENCES,6878.0,259301.0,231.0,37.70089560918872,AUSTRIA,0,Type-0,0.8434221837594968
AUSTRIAN CENTRE OF INDUSTRIAL BIOTECHNOLOGY,466.0,11617.0,3.0,24.93,AUSTRIA,0,Type-0,-0.8462825924577192
AUSTRIAN INSTITUTE OF TECHNOLOGY (AIT),747.0,15497.0,14.0,20.74566265060241,AUSTRIA,0,Type-0,-0.8256750491240427
AUTONOMOUS NONPROFIT ORG,9.0,7475.0,4.0,830.56,nan,0,Type-0,-0.6314276260221033
AUTONOMOUS UNIV SINALOA,25.0,9331.0,17.0,373.24,nan,0,Type-0,-0.9571893239266168
AUTONOMOUS UNIVERSITY OF BARCELONA,50067.0,1233537.0,1142.0,24.63758723310763,SPAIN,2,Type-2,0.9967998972232455
AUTONOMOUS UNIVERSITY OF MADRID,28431.0,767382.0,601.0,26.99102704794063,SPAIN,2,Type-2,0.9923677922354174
AVIATION INDUSTRY CORPORATION OF CHINA (AVIC),2399.0,27887.0,9.0,11.62231346394331,CHINA MAINLAND,0,Type-0,-0.7448561159775375
AVIGNON UNIVERSITE,2428.0,58504.0,53.0,24.095271828665567,FRANCE,0,Type-0,-0.6820158092546466
AVINGTON MEM HOSP,8.0,7467.0,4.0,933.38,nan,0,Type-0,-0.5762730146454915
AZ DELTA,296.0,8775.0,21.0,29.65,nan,0,Type-0,-0.8432122739559305
AZ GROENINGE,327.0,5929.0,6.0,18.13,nan,0,Type-0,-0.8421771013177676
AZ KLINA,174.0,8316.0,10.0,47.78999999999999,nan,0,Type-0,-0.8733254948785464
AZ MARIA MIDDELARES,178.0,5009.0,5.0,28.14,nan,0,Type-0,-0.856854270581362
AZ NIKOLAAS,127.0,5723.0,11.0,45.06,nan,0,Type-0,-0.871218576806653
AZABU UNIVERSITY,579.0,3582.0,1.0,6.19,JAPAN,0,Type-0,-0.8266991068547187
AZAD HOUSING SOC,77.0,6292.0,14.0,81.71,nan,0,Type-0,-0.9058112309554432
AZAD UNIV,15.0,5514.0,1.0,367.6,nan,0,Type-0,-0.9663999724361327
AZARBAIJAN SHAHID MADANI UNIVERSITY,1641.0,26450.0,37.0,16.120347349177333,IRAN,0,Type-0,-0.7607015513985447
AZERBAIJAN NATIONAL ACADEMY OF SCIENCES (ANAS),1705.0,48289.0,42.0,28.32678005865103,AZERBAIJAN,0,Type-0,-0.7555489172401831
AZIENDA OSPED UNIV,200.0,4322.0,3.0,21.61,nan,0,Type-0,-0.8510424092698209
AZIENDA OSPEDALIERA - UNIVERSITA DI PADOVA,4157.0,101450.0,119.0,24.402119316815014,ITALY,0,Type-0,-0.13094055677711572
AZIENDA OSPEDALIERA DI PERUGIA,340.0,17064.0,9.0,50.19,ITALY,0,Type-0,-0.8712888962466526
AZIENDA OSPEDALIERA MAGGIORE DELLA CARITA DI NOVARA,631.0,15852.0,13.0,25.12,ITALY,0,Type-0,-0.8345461895815153
AZIENDA OSPEDALIERA SAN CAMILLO-FORLANINI,1457.0,38536.0,43.0,26.45,ITALY,0,Type-0,-0.7684835994221433
AZIENDA OSPEDALIERA SAN GIOVANNI ADDOLORATA,322.0,4661.0,6.0,14.48,ITALY,0,Type-0,-0.8387573651815722
AZIENDA OSPEDALIERA SANT'ANDREA,3627.0,71089.0,59.0,19.60083264405845,ITALY,0,Type-0,-0.5426266798002158
AZIENDA OSPEDALIERA SS ANTONIO BIAGIO CESARE ARRIGO,695.0,17693.0,27.0,25.46,ITALY,0,Type-0,-0.820572972695003
AZIENDA OSPEDALIERA UNIVERSITARIA (AOU) MEYER,1604.0,33349.0,22.0,20.79468204488778,ITALY,0,Type-0,-0.7817780783391799
AZIENDA OSPEDALIERA UNIVERSITARIA INTEGRATA VERONA,4987.0,132112.0,118.0,26.489354321235208,ITALY,0,Type-0,0.1479169461482875
AZIENDA OSPEDALIERA UNIVERSITARIA POLICLINICO VITTORIO EMANUELE PRESIDIO FERRAOTTO,838.0,48865.0,23.0,58.309999999999995,ITALY,0,Type-0,-0.8467752071014248
AZIENDA OSPEDALIERA VITO FAZZI,536.0,7557.0,9.0,14.1,ITALY,0,Type-0,-0.8300295834095325
AZIENDA OSPEDALIERO UNIVERSITARIA CAREGGI,7885.0,179424.0,200.0,22.75604311984781,ITALY,0,Type-0,0.8276823119731146
AZIENDA OSPEDALIERO UNIVERSITARIA PISANA,3658.0,90385.0,92.0,24.708272279934395,ITALY,0,Type-0,-0.3847985313369906
AZIENDA OSPEDALIERO-UNIVERSITARIA DI CAGLIARI,480.0,9690.0,15.0,20.19,ITALY,0,Type-0,-0.8331427940769124
AZIENDA OSPEDALIERO-UNIVERSITARIA SAN LUIGI GONZAGA,1053.0,18551.0,14.0,17.62,ITALY,0,Type-0,-0.8115359024989194
AZIENDA USL IRCCS REGGIO EMILIA,682.0,9075.0,13.0,13.31,nan,0,Type-0,-0.8216919358175362
AZTI,708.0,20777.0,23.0,29.343728813559323,SPAIN,0,Type-0,-0.8277486495626071
AZUSA PACIFIC UNIVERSITY,175.0,4909.0,3.0,28.05,USA,0,Type-0,-0.8580344782285693
B SAFE TOXICOL CONSULTING,11.0,5668.0,7.0,515.27,nan,0,Type-0,-0.8586119421550275
"B. J. MEDICAL COLLEGE & CIVIL HOSPITAL, AHMEDABAD",127.0,4529.0,4.0,35.66,INDIA,0,Type-0,-0.8662217689797649
B. S. ABDUR RAHMAN CRESCENT INSTITUTE OF SCIENCE & TECHNOLOGY,241.0,5026.0,4.0,20.85,INDIA,0,Type-0,-0.8485483117214488
B.C. CENTRE FOR EXCELLENCE IN HIV/AIDS,757.0,19854.0,10.0,26.225112285336856,CANADA,0,Type-0,-0.8330754901844354
B.I. STEPANOV INSTITUTE OF PHYSICS OF THE NATIONAL ACADEMY OF SCIENCES OF BELARUS,1098.0,36329.0,27.0,33.09,BELARUS,0,Type-0,-0.8106144106906948
"B.J. GOVT. MEDICAL COLLEGE & SASSOON GENERAL HOSPITALS, PUNE",120.0,10090.0,8.0,84.08,INDIA,0,Type-0,-0.9103318004300264
B.P. KOIRALA INSTITUTE OF HEALTH SCIENCES,368.0,14387.0,12.0,39.1,NEPAL,0,Type-0,-0.8576457060177988
BABA SAHEB AMBEDKAR MED COLL & HOSP,6.0,13643.0,4.0,2273.83,nan,0,Type-0,-0.2845229320017134
BABASAHEB BHIMRAO AMBEDKAR UNIVERSITY,483.0,13020.0,12.0,26.95815734989648,INDIA,0,Type-0,-0.8419727179538624
BABCOCK UNIV,138.0,4336.0,9.0,31.42,nan,0,Type-0,-0.858644622000263
BABES BOLYAI UNIVERSITY FROM CLUJ,8527.0,121598.0,105.0,14.261134044798874,ROMANIA,0,Type-0,0.4564731093820958
BABOL NOSHIRVANI UNIVERSITY OF TECHNOLOGY,4128.0,110422.0,79.0,26.753180717054263,IRAN,0,Type-0,-0.3118158299704016
BABOL UNIVERSITY OF MEDICAL SCIENCES,1410.0,90564.0,83.0,64.22747517730497,IRAN,0,Type-0,-0.6826504436844194
BABRAHAM INSTITUTE,1162.0,73046.0,50.0,62.863055077452664,ENGLAND,0,Type-0,-0.7932550809373451
BABSON COLLEGE,446.0,14050.0,17.0,31.5,USA,0,Type-0,-0.8439358825707001
BAGHDAD COLLEGE OF MEDICINAL SCIENCES,30.0,13789.0,7.0,459.63,IRAQ,0,Type-0,-0.9003019616345099
BAHAUDDIN ZAKARIYA UNIVERSITY,6356.0,113366.0,124.0,17.835910950283196,PAKISTAN,0,Type-0,0.3022857444077006
BAHCESEHIR UNIVERSITY,2220.0,43572.0,49.0,19.630869369369368,TURKIYE,0,Type-0,-0.7087893572280317
BAHIR DAR UNIVERSITY,2154.0,128458.0,98.0,59.63818941504178,ETHIOPIA,0,Type-0,-0.44973925140612436
BAHRIA UNIV,644.0,12888.0,7.0,20.01,nan,0,Type-0,-0.8334502742194083
BAIDU,692.0,14982.0,17.0,21.650722543352604,CHINA MAINLAND,0,Type-0,-0.8260687272896969
BAIM INST CLIN RES,377.0,19117.0,42.0,50.71000000000001,nan,0,Type-0,-0.841063782848963
BAKER HEART & DIABET INST,1224.0,60345.0,64.0,49.304117647058824,nan,0,Type-0,-0.7587024458899597
BAKER HEART AND DIABET INST,1.0,4621.0,1.0,4621.0,nan,3,Type-3,-0.18769736210024693
BAKER HEART AND DIABETES INSTITUTE,1905.0,98039.0,96.0,51.46788976377952,AUSTRALIA,0,Type-0,-0.5672096232647398
BAKER INST,5.0,4795.0,1.0,959.0,nan,0,Type-0,-0.5690080706996828
BAKIRKOY DR. SADI KONUK RESEARCH & TRAINING HOSPITAL,1191.0,7235.0,2.0,6.07,TURKIYE,0,Type-0,-0.8054567177892727
BAKU STATE UNIVERSITY,31.0,10704.0,15.0,345.29,AZERBAIJAN,0,Type-0,-0.9735591563831654
BALASHIHA CENT HOSP,12.0,4862.0,9.0,405.17,nan,0,Type-0,-0.9410715070784224
BALIKESIR UNIVERSITY,998.0,11466.0,3.0,11.492885771543088,TURKIYE,0,Type-0,-0.8162034497398223
BALL STATE UNIVERSITY,1655.0,80139.0,57.0,48.42145619335347,USA,0,Type-0,-0.7289522340074664
BALLARAT HEALTH SERVICES,188.0,21886.0,15.0,116.4108510638298,AUSTRALIA,0,Type-0,-0.9348600240133187
"BALOCHISTAN UNIVERSITY OF INFORMATION TECHNOLOGY, ENGINEERING & MANAGEMENT SCIENCES BUITEMS",243.0,4546.0,1.0,18.710000000000004,PAKISTAN,0,Type-0,-0.8482032437245195
BAM UNIV MED SCI,319.0,17565.0,22.0,55.063730407523515,nan,0,Type-0,-0.8681573784046522
BANARAS HINDU UNIVERSITY (BHU),12451.0,283107.0,178.0,22.738759135812384,INDIA,0,Type-0,0.9165275843893816
BANASTHALI VIDYAPITH,684.0,14363.0,8.0,20.997894736842106,INDIA,0,Type-0,-0.8323374933864696
BANGABANDHU SHEIKH MUJIB MEDICAL UNIVERSITY (BSMMU),342.0,16887.0,15.0,49.379999999999995,BANGLADESH,0,Type-0,-0.8667567378846804
BANGALORE BAPTIST HOSP,48.0,14188.0,10.0,295.58,nan,0,Type-0,-0.9937515934104885
BANGALORE CLINISEARCH,8.0,7467.0,4.0,933.38,nan,0,Type-0,-0.5762730146454915
BANGLADESH AGRICULTURAL RESEARCH COUNCIL (BARC),1.0,4621.0,1.0,4621.0,BANGLADESH,3,Type-3,-0.18769736210024693
BANGLADESH AGRICULTURAL RESEARCH INSTITUTE (BARI),266.0,4376.0,4.0,16.45,BANGLADESH,0,Type-0,-0.8435510017038266
BANGLADESH AGRICULTURAL UNIVERSITY (BAU),1742.0,33394.0,31.0,19.16974741676234,BANGLADESH,0,Type-0,-0.7643977617635284
BANGLADESH ATOMIC ENERGY COMMISSION,100.0,3938.0,11.0,39.38,BANGLADESH,0,Type-0,-0.8662476032561468
BANGLADESH IND GASES LTD,13.0,13579.0,7.0,1044.54,nan,0,Type-0,-0.5187108428255407
BANGLADESH RICE RESEARCH INSTITUTE (BRRI),170.0,3567.0,2.0,20.98,BANGLADESH,0,Type-0,-0.8518446488332928
BANGLADESH RURAL ADVANCEMENT COMMITTEE BRAC,760.0,87884.0,65.0,115.63789473684209,BANGLADESH,0,Type-0,-0.8355330203066287
BANGLADESH UNIVERSITY OF ENGINEERING & TECHNOLOGY (BUET),907.0,15143.0,19.0,16.7,BANGLADESH,0,Type-0,-0.8121539564860468
BANGLADESH UNIVERSITY OF HEALTH SCIENCES (BUHS),130.0,18424.0,19.0,141.72,BANGLADESH,0,Type-0,-0.9540459114582821
BANGOR UNIVERSITY,5479.0,145921.0,136.0,26.63189268114619,WALES,0,Type-0,0.38895400593535917
BANKSTOWN LIDCOMBE HOSPITAL,306.0,10386.0,13.0,33.94,AUSTRALIA,0,Type-0,-0.8537007944318274
BANNARI AMMAN INSTITUTE OF TECHNOLOGY,438.0,4265.0,6.0,9.74,INDIA,0,Type-0,-0.8308747332415182
BANNER ALZHEIMER'S INSTITUTE,377.0,12365.0,14.0,32.8,USA,0,Type-0,-0.8496826842097472
BANNER HEALTH,1240.0,56469.0,76.0,45.53843548387097,USA,0,Type-0,-0.7277818081473479
BANNER MD ANDERSON CANCER CENTER,275.0,19964.0,30.0,72.6,USA,0,Type-0,-0.8809656809216614
BANNER RESEARCH,1247.0,56712.0,76.0,45.47673616680032,USA,0,Type-0,-0.7271881440602698
BANNER SUN HEALTH RESEARCH INSTITUTE,323.0,17517.0,23.0,54.22999999999999,USA,0,Type-0,-0.8663629655056937
BANNER UNIV,408.0,9201.0,18.0,22.55,nan,0,Type-0,-0.8352249807652863
BAOJI UNIVERSITY OF ARTS & SCIENCES,1175.0,23948.0,27.0,20.378306382978725,CHINA MAINLAND,0,Type-0,-0.7971936873475732
BAOTOU MEDICAL COLLEGE,493.0,7630.0,9.0,15.48,CHINA MAINLAND,0,Type-0,-0.8326617445477952
BAPTIST CARDIAC & VASCULAR INSTITUTE,345.0,11939.0,14.0,34.61,USA,0,Type-0,-0.852486844938243
BAPTIST HLTH,103.0,5446.0,3.0,52.87,nan,0,Type-0,-0.8839804196205535
BAPTIST HLTH MED GRP,34.0,7428.0,5.0,218.47,nan,0,Type-0,-0.99271056845817
BAPTIST HLTH SOUTH FLORIDA,605.0,22864.0,22.0,37.79,nan,0,Type-0,-0.8406940518091431
BAQAI MEDICAL UNIVERSITY,197.0,8202.0,3.0,41.63,PAKISTAN,0,Type-0,-0.8706060137167656
BAQIYATALLAH UNIVERSITY OF MEDICAL SCIENCES (BMSU),2728.0,113157.0,76.0,41.48087976539589,IRAN,0,Type-0,-0.512389262760586
BAR ILAN UNIVERSITY,12553.0,231717.0,166.0,18.457963036724287,ISRAEL,0,Type-0,0.8832912315770904
BARBARA ANN KARMANOS CANCER INSTITUTE,2054.0,106510.0,113.0,51.855053554040886,USA,0,Type-0,-0.45271612316010973
BARBARA DAVIS CTR DIABET,43.0,4426.0,4.0,102.93000000000002,nan,0,Type-0,-0.9292269149738858
BARCELONA INSTITUTE OF SCIENCE & TECHNOLOGY,13226.0,575690.0,463.0,43.5265930742477,SPAIN,0,Type-0,0.9309686502480301
BARCELONA SCHOOL OF ECONOMICS,502.0,9242.0,3.0,18.41,SPAIN,0,Type-0,-0.8390608548511467
BARCELONA SUPERCOMPUTER CENTER (BSC-CNS),523.0,17075.0,29.0,32.65,SPAIN,0,Type-0,-0.831772986249865
BARNACLIN GRP HOSP CLIN,1.0,5740.0,1.0,5740.0,nan,3,Type-3,-0.16883557984946113
BARNES-JEWISH HOSPITAL,1160.0,64303.0,110.0,55.43,USA,0,Type-0,-0.625219515601374
BARNET ENFIELD & HARINGEY MENTAL HLTH TRUST,11.0,5652.0,1.0,513.82,nan,0,Type-0,-0.8640779764288056
BARROW NEUROLOGICAL INSTITUTE,2952.0,74573.0,60.0,25.260257452574525,USA,0,Type-0,-0.6072648740974068
BARTIN UNIVERSITY,833.0,14207.0,4.0,17.056362545018008,TURKIYE,0,Type-0,-0.8261322085530007
BARTS HEALTH NHS TRUST,6274.0,184021.0,238.0,29.326699075549886,ENGLAND,0,Type-0,0.7478828316209659
BARTS HEART CTR,281.0,13990.0,23.0,49.79,nan,0,Type-0,-0.8629571178142887
BARUCH COLLEGE (CUNY),1235.0,30299.0,11.0,24.534056680161942,USA,0,Type-0,-0.8108051124431007
BARUCH PADEH MED CTR,191.0,5023.0,3.0,26.3,nan,0,Type-0,-0.8558784002885916
BARWON HEALTH,1660.0,43126.0,58.0,25.981060240963853,AUSTRALIA,0,Type-0,-0.731083750177003
BARZILAI MEDICAL CENTER,448.0,7311.0,5.0,16.32,ISRAEL,0,Type-0,-0.8375221672102214
BASCOM PALMER EYE INSTITUTE,1818.0,36614.0,23.0,20.14,USA,0,Type-0,-0.7687177047622726
BASF,3070.0,93901.0,62.0,30.585671009771985,GERMANY (FED REP GER),0,Type-0,-0.5600213422452729
BASHKIR STATE MEDICAL UNIVERSITY,159.0,13990.0,12.0,87.99,RUSSIA,0,Type-0,-0.911295248465778
BASINGSTOKE & NORTH HAMPSHIRE HOSP,167.0,4482.0,5.0,26.84,nan,0,Type-0,-0.8558754865489121
BASKENT UNIVERSITY,3098.0,23569.0,15.0,7.610000000000001,TURKIYE,0,Type-0,-0.6942209365981913
BASQUE CENTER FOR APPLIED MATHEMATICS (BCAM),211.0,7653.0,6.0,36.27,SPAIN,0,Type-0,-0.8633261485767323
BASQUE CENTRE FOR CLIMATE CHANGE (BC3),442.0,18696.0,24.0,42.30348416289593,SPAIN,0,Type-0,-0.8492979678982934
BASQUE FOUNDATION FOR SCIENCE,9495.0,296367.0,233.0,31.21340073723012,SPAIN,0,Type-0,0.9326893188193368
BASQUE GOVERNMENT,213.0,6767.0,6.0,31.77,SPAIN,0,Type-0,-0.858841760811983
BASSETT MED CTR,241.0,5128.0,1.0,21.28,nan,0,Type-0,-0.8507411022742422
BASURTO HOSPITAL,750.0,11606.0,3.0,15.47,SPAIN,0,Type-0,-0.8282804389603933
BATMAN UNIVERSITY,412.0,6175.0,2.0,14.99,TURKIYE,0,Type-0,-0.8391938497134257
BAUHAUS-UNIVERSITAT WEIMAR,788.0,24600.0,37.0,31.216598984771576,GERMANY (FED REP GER),0,Type-0,-0.811795480045155
BAUMAN MOSCOW STATE TECHNICAL UNIVERSITY,749.0,20462.0,14.0,27.315767690253676,RUSSIA,0,Type-0,-0.8316064204304748
BAVARIAN FOREST NATL PK,254.0,9309.0,9.0,36.65,nan,0,Type-0,-0.860628629765936
BAYBURT UNIVERSITY,264.0,4246.0,3.0,16.08,TURKIYE,0,Type-0,-0.8438724131059973
BAYCREST,1564.0,39023.0,26.0,24.948478260869564,CANADA,0,Type-0,-0.7819842957300414
BAYER,59.0,7375.0,15.0,125.0,nan,0,Type-0,-0.9424211390213226
BAYER AG,4669.0,136074.0,144.0,29.143790961662024,GERMANY (FED REP GER),0,Type-0,0.2522870018487387
BAYER CROPSCIENCE,613.0,14694.0,17.0,23.97130505709625,GERMANY (FED REP GER),0,Type-0,-0.8309886589537225
BAYER HEALTHCARE PHARMACEUTICALS,944.0,40867.0,43.0,43.28985169491525,GERMANY (FED REP GER),0,Type-0,-0.8085563163432461
BAYER TURKEY,21.0,17831.0,16.0,849.1000000000001,TURKIYE,0,Type-0,-0.5993678579155755
BAYERO UNIVERSITY,698.0,19772.0,31.0,28.326074498567333,NIGERIA,0,Type-0,-0.8191584176491283
BAYLOR COLLEGE MEDICAL HOSPITAL,15846.0,428555.0,358.0,27.045257478227946,USA,0,Type-0,0.9877326551664773
BAYLOR COLLEGE OF MEDICINE,42628.0,1379714.0,1208.0,32.3645298864596,USA,2,Type-2,0.979933208071704
BAYLOR HEART & VASC INST,87.0,5644.0,11.0,64.87,nan,0,Type-0,-0.891519065808673
BAYLOR SCOTT & WHITE HEALTH,2971.0,109667.0,176.0,36.910592393133626,USA,0,Type-0,0.017842578595759283
BAYLOR ST LUKES MED CTR,139.0,4604.0,6.0,33.12,nan,0,Type-0,-0.8622244011865094
BAYLOR UNIVERSITY,9835.0,258077.0,239.0,26.24019115404169,USA,0,Type-0,0.9433996036109374
BAYLOR UNIVERSITY MEDICAL CENTER,3378.0,153408.0,241.0,45.414253996447606,USA,0,Type-0,0.39969482759790753
BAYSTATE MEDICAL CENTER,817.0,31950.0,42.0,39.11,USA,0,Type-0,-0.8120970429381296
BC CENTRE FOR DISEASE CONTROL,972.0,19826.0,18.0,20.39954732510288,CANADA,0,Type-0,-0.8138454574500672
BC CHILDREN'S HOSPITAL,3403.0,75322.0,70.0,22.13761680869821,CANADA,0,Type-0,-0.530773436561765
BC CHILDREN'S HOSPITAL RESEARCH INSTITUTE,434.0,5306.0,2.0,12.230000000000002,CANADA,0,Type-0,-0.8359490559555647
BCMATERIALS,1131.0,26978.0,19.0,23.85392572944297,SPAIN,0,Type-0,-0.8092383688467073
BEATSON INSTITUTE,974.0,76528.0,54.0,78.57084188911705,SCOTLAND,0,Type-0,-0.8121666167610828
BEATSON ONCOLOGY CENTRE,657.0,46386.0,70.0,70.6,SCOTLAND,0,Type-0,-0.804223805495712
BEAUMONT HEALTH,2096.0,50053.0,47.0,23.88,USA,0,Type-0,-0.7203599277792004
BEAUMONT HOSPITAL DUBLIN,1801.0,51580.0,47.0,28.638667406996113,IRELAND,0,Type-0,-0.7414528786663318
BECKMAN RESEARCH INSTITUTE OF CITY OF HOPE,2324.0,109490.0,102.0,47.11462994836489,USA,0,Type-0,-0.4646400892509101
BECTON DICKINSON,119.0,8804.0,2.0,73.98,USA,0,Type-0,-0.9036290985849433
BEDFORD INSTITUTE OF OCEANOGRAPHY,1096.0,23777.0,17.0,21.696715328467153,CANADA,0,Type-0,-0.8107069859798175
BEIBU GULF UNIVERSITY,297.0,4459.0,6.0,15.010000000000002,CHINA MAINLAND,0,Type-0,-0.839975310966613
BEIHANG UNIVERSITY,56171.0,1116826.0,985.0,19.88359064285841,CHINA MAINLAND,2,Type-2,0.9955542464750898
BEIJER INSTITUTE OF ECOLOGICAL ECONOMICS,166.0,26364.0,20.0,158.8193373493976,SWEDEN,0,Type-0,-0.966047984449204
BEIJING ACADEMY OF AGRICULTURE & FORESTRY SCIENCES (BAAFS),3831.0,77894.0,117.0,20.33111720177499,CHINA MAINLAND,0,Type-0,-0.27095245436256976
BEIJING ADV INNOVAT CTR BIG DATA BASED PRECIS MED,20.0,5794.0,4.0,289.7,nan,0,Type-0,-0.9941790737039339
BEIJING CHAOYANG HOSP,134.0,7444.0,7.0,55.55,nan,0,Type-0,-0.8836975158485995
BEIJING COMPUTATIONAL SCIENCE RESEARCH CENTER (CSRC),3344.0,90915.0,83.0,27.19085825358852,CHINA MAINLAND,0,Type-0,-0.46362225656467626
BEIJING CTR DIS PREVENT & CONTROL,129.0,8077.0,6.0,62.61,nan,0,Type-0,-0.8910919755048649
BEIJING FOREIGN STUDIES UNIVERSITY,472.0,2304.0,1.0,4.88,CHINA MAINLAND,0,Type-0,-0.8286126646417876
BEIJING FORESTRY UNIVERSITY,16086.0,307008.0,265.0,19.084165112520203,CHINA MAINLAND,0,Type-0,0.9703489723006796
BEIJING GENOMICS INSTITUTE (BGI),2942.0,152851.0,130.0,51.9550917743032,CHINA MAINLAND,0,Type-0,-0.052102232080415437
BEIJING GRAPHENE INSTITUTE,229.0,9913.0,12.0,43.29,CHINA MAINLAND,0,Type-0,-0.8660370922433801
BEIJING HOSPITAL,2383.0,32417.0,29.0,13.6,CHINA MAINLAND,0,Type-0,-0.7268619229714665
BEIJING INFORMATION SCIENCE & TECHNOLOGY UNIVERSITY,2178.0,21288.0,26.0,9.774903581267218,CHINA MAINLAND,0,Type-0,-0.7419793922621054
BEIJING INST BRAIN DISORDERS,1572.0,32291.0,16.0,20.537557251908396,nan,0,Type-0,-0.78835806048363
BEIJING INST CONTROL ENGN,664.0,7313.0,4.0,11.01,nan,0,Type-0,-0.8265495417106794
BEIJING INST HEART LUNG & BLOOD VESSEL DIS,304.0,4446.0,4.0,14.62,nan,0,Type-0,-0.8407087505708273
BEIJING INST OTOLARYNGOL,134.0,6141.0,6.0,45.83,nan,0,Type-0,-0.8748249902917883
BEIJING INST SPACECRAFT SYST ENGN,373.0,3902.0,3.0,10.46,nan,0,Type-0,-0.835401541591008
BEIJING INSTITUTE OF AERONAUTICAL MATERIAL,769.0,15218.0,3.0,19.79,CHINA MAINLAND,0,Type-0,-0.8313225264843437
