univ,docs,cites,top_papers,cpp,country,cluster,tier,sim_to_ECNU
UNITAS HOSP,13.0,4401.0,4.0,338.54,nan,0,Type-0,-0.979297599864929
UNITED ARAB EMIRATES UNIVERSITY,7722.0,199553.0,212.0,25.84266640766641,UNITED ARAB EMIRATES,0,Type-0,0.852662698530096
UNITED CHRISTIAN HOSPITAL,435.0,10059.0,9.0,23.12,HONG KONG,0,Type-0,-0.841824201147457
UNITED MED ASSOCIATES,10.0,8353.0,5.0,835.3,nan,0,Type-0,-0.6269390308620546
UNITED NATIONS ENVIRONMENT PROGRAMME,98.0,5774.0,9.0,58.92,KENYA,0,Type-0,-0.8867211549413865
UNITED NATIONS POPULAT FUND UNFPA,36.0,38017.0,22.0,1056.03,nan,0,Type-0,-0.4788241196629091
UNITED NATIONS POPULATION FUND,792.0,58415.0,63.0,73.75515151515151,USA,0,Type-0,-0.8121612738018071
UNITED NATIONS UNIV,452.0,14334.0,21.0,31.710442477876107,nan,0,Type-0,-0.8406601489291571
UNITED NATIONS UNIVERSITY,195.0,10553.0,8.0,54.12,JAPAN,0,Type-0,-0.8801298951476785
UNITED NATIONS WORLD FOOD PROGRAMME,19.0,21389.0,9.0,1125.74,nan,0,Type-0,-0.48000980345177796
UNITED NETWORK FOR ORGAN SHARING,212.0,8904.0,18.0,42.0,USA,0,Type-0,-0.8608596338865563
UNITED STATES AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),828.0,14959.0,12.0,18.067777777777778,USA,0,Type-0,-0.8218696799723509
UNITED STATES AIR FORCE,5862.0,117112.0,56.0,19.976320368474923,USA,0,Type-0,-0.11121344299136844
UNITED STATES ARMY,13302.0,263166.0,164.0,19.78247932641708,USA,0,Type-0,0.8915387699965949
UNITED STATES DEPARTMENT OF AGRICULTURE (USDA),57700.0,1268109.0,867.0,21.97862218370884,USA,2,Type-2,0.9852993562659222
UNITED STATES DEPARTMENT OF DEFENSE,38004.0,792355.0,473.0,20.84977581307231,USA,2,Type-2,0.9690817955250525
UNITED STATES DEPARTMENT OF ENERGY (DOE),160821.0,5569847.0,4790.0,34.63202056945299,USA,1,Type-1,0.9735367178202016
UNITED STATES DEPARTMENT OF THE INTERIOR,25862.0,581598.0,374.0,22.489955146547057,USA,0,Type-0,0.9767433818201605
UNITED STATES ENVIRONMENTAL PROTECTION AGENCY,6840.0,209753.0,127.0,30.66555994152047,USA,0,Type-0,0.6655626227824051
UNITED STATES FOREST SERVICE,11867.0,286821.0,193.0,24.169567708772227,USA,0,Type-0,0.9330074120645835
UNITED STATES GEOLOGICAL SURVEY,21598.0,516840.0,341.0,23.928736920085193,USA,0,Type-0,0.9789556006361738
UNITED STATES HEALTH RESOURCES & SERVICE ADMINISTRATION (HRSA),392.0,9044.0,10.0,23.070076530612244,USA,0,Type-0,-0.842400402228769
UNITED STATES NAVAL RESEARCH LABORATORY,6483.0,175200.0,131.0,27.024952953879378,USA,0,Type-0,0.5912404022422424
UNITED STATES NAVY,12448.0,260235.0,176.0,20.907925771208227,USA,0,Type-0,0.91025794770575
UNITED STATES PUBLIC HEALTH SERVICE,501.0,14757.0,27.0,29.452574850299403,USA,0,Type-0,-0.8311740896857899
UNITED THERAPEUTICS CORPORATION,136.0,4843.0,10.0,35.61,USA,0,Type-0,-0.862219472592965
UNIV ABUJA,288.0,14236.0,10.0,49.43,nan,0,Type-0,-0.8716469921061409
UNIV APPL & ENVIRONM SCI,19.0,26403.0,13.0,1389.63,nan,0,Type-0,-0.39764909612015553
UNIV APPL SCI,1445.0,21051.0,22.0,14.56993079584775,nan,0,Type-0,-0.7858466797390933
UNIV AUTONOMA CHAPINGO,1184.0,7028.0,3.0,5.933623310810811,nan,0,Type-0,-0.8049757570588159
UNIV AUTONOMA ESTADO MEXICO,452.0,3542.0,2.0,7.84,nan,0,Type-0,-0.8313114539308685
UNIV BOURGOGNE FRANCHE-COMTE COMUE,27535.0,675108.0,503.0,24.518044307245322,nan,0,Type-0,0.992019418022156
UNIV BRETAGNE LOIRE,95137.0,2095826.0,1602.0,22.030083353479718,nan,2,Type-2,0.9915208686691239
UNIV CALIF,51.0,8237.0,1.0,161.51,nan,0,Type-0,-0.9704643940555892
UNIV CANTERBURY,30.0,5772.0,2.0,192.4,nan,0,Type-0,-0.9844700753588056
UNIV CHILDRENS HOSP,377.0,9070.0,10.0,24.06,nan,0,Type-0,-0.8438272608542644
UNIV CIENCIAS APLICADAS & AMBIENT,7.0,8734.0,6.0,1247.7100000000003,nan,0,Type-0,-0.45290459919745296
UNIV CLERMONT AUVERGNE ASSOC,21699.0,492546.0,370.0,22.698615604405735,nan,0,Type-0,0.9884674787566474
UNIV CLIN CTR,169.0,10027.0,7.0,59.330000000000005,nan,0,Type-0,-0.8864190322150131
UNIV CONFEDERALE LEONARD DE VINCI,21165.0,418330.0,248.0,19.766338294353886,nan,0,Type-0,0.9455254178613882
UNIV CTR OCCIDENTAL LISANDRO ALVARADO,33.0,10628.0,5.0,322.06,nan,0,Type-0,-0.9862152271011736
UNIV DEF BELGRADE,135.0,5044.0,8.0,37.36,nan,0,Type-0,-0.8652869563819291
UNIV DEV,3.0,4367.0,1.0,1455.67,nan,0,Type-0,-0.4065728918037883
UNIV DIABET & ENDOCRINE CONSULTANTS INC,8.0,7467.0,4.0,933.38,nan,0,Type-0,-0.5762730146454915
UNIV DOUALA,244.0,13044.0,10.0,53.46,nan,0,Type-0,-0.8769517934692288
UNIV DUESSELDORF,244.0,5148.0,3.0,21.1,nan,0,Type-0,-0.84931620103887
UNIV EDMONTON,7.0,5221.0,1.0,745.86,nan,0,Type-0,-0.6890914881760166
UNIV EDUC,1507.0,21221.0,18.0,14.082514930325148,nan,0,Type-0,-0.7863378315642416
UNIV EMBU,45.0,35668.0,22.0,792.62,nan,0,Type-0,-0.6094554496988978
UNIV ENERGY & NAT RESOURCES,46.0,11893.0,2.0,258.54,nan,0,Type-0,-0.9983926279639669
UNIV FED JUIZ DE FORA,59.0,5125.0,2.0,86.86,nan,0,Type-0,-0.9162664951387433
UNIV FED OURO PRET,1.0,4621.0,1.0,4621.0,nan,3,Type-3,-0.18769736210024693
UNIV FED SANTA CATARIN,1.0,4621.0,1.0,4621.0,nan,3,Type-3,-0.18769736210024693
UNIV FREE STATE,23.0,12989.0,5.0,564.74,nan,0,Type-0,-0.8158203922446478
UNIV GREENLAND,67.0,4585.0,3.0,68.43,nan,0,Type-0,-0.8993533465369677
UNIV HARIPUR,569.0,8001.0,15.0,14.057697715289983,nan,0,Type-0,-0.8243663608598267
UNIV HEART & VASC CTR HAMBURG,436.0,11762.0,23.0,26.98,nan,0,Type-0,-0.83449126781394
UNIV HEART CTR,121.0,4415.0,9.0,36.49,nan,0,Type-0,-0.8641534589373369
UNIV HEART CTR LUBECK,178.0,8209.0,13.0,46.11999999999999,nan,0,Type-0,-0.8696147778168052
UNIV HEART CTR ZURICH,155.0,7455.0,8.0,48.1,nan,0,Type-0,-0.8753394956009053
UNIV HLTH & ALLIED SCI,892.0,41840.0,46.0,46.902690582959636,nan,0,Type-0,-0.8103795135579959
UNIV HLTH SCI,850.0,11433.0,8.0,13.45,nan,0,Type-0,-0.819870870601061
UNIV HLTH SCI MED INFORMAT & TECHNOL,59.0,17972.0,10.0,304.61,nan,0,Type-0,-0.9918254693298175
UNIV HOSP,3367.0,120061.0,123.0,35.658699138699134,nan,0,Type-0,-0.16328823028996872
UNIV HOSP ALAVA,42.0,4597.0,3.0,109.45000000000002,nan,0,Type-0,-0.9347542560738697
UNIV HOSP ANTWERP,7.0,6052.0,1.0,864.57,nan,0,Type-0,-0.6162943386496806
UNIV HOSP AUGSBURG,702.0,6581.0,14.0,9.37,nan,0,Type-0,-0.8165206225657194
UNIV HOSP BIRMINGHAM NHS TRUST,140.0,4323.0,6.0,30.88,nan,0,Type-0,-0.8599844299243156
UNIV HOSP BRISTOL & WESTON NHS FDN TRUST,526.0,8445.0,23.0,16.06,nan,0,Type-0,-0.8205223339983712
UNIV HOSP BRISTOL NHS TRUST,110.0,4665.0,8.0,42.41,nan,0,Type-0,-0.8709329047085967
UNIV HOSP COLOGNE,23.0,4795.0,3.0,208.48,nan,0,Type-0,-0.9895757247757627
UNIV HOSP CTR SAO JOAO,52.0,4723.0,2.0,90.83,nan,0,Type-0,-0.9197642162673718
UNIV HOSP CTR SESTRE MILOSRDNICE,276.0,10056.0,6.0,36.43,nan,0,Type-0,-0.8615738890317434
UNIV HOSP DE LA PRINCESA,4.0,10191.0,4.0,2547.75,nan,0,Type-0,-0.2643808799750828
UNIV HOSP DOCTOR PESET,59.0,20721.0,11.0,351.2,nan,0,Type-0,-0.9720681049316976
UNIV HOSP DUBRAVA,353.0,4950.0,9.0,14.019999999999998,nan,0,Type-0,-0.8353400920696455
UNIV HOSP DUESSELDORF,371.0,6954.0,7.0,18.74,nan,0,Type-0,-0.8408330125591148
UNIV HOSP FDN SANTA FE BOGOTA,36.0,18815.0,11.0,522.64,nan,0,Type-0,-0.8426516202805209
UNIV HOSP GERMANS TRIAS & PUJOL,136.0,4476.0,7.0,32.91,nan,0,Type-0,-0.8614781747924312
UNIV HOSP LA PRINCESA,98.0,7364.0,5.0,75.14,nan,0,Type-0,-0.9039460898390717
UNIV HOSP LEUVEN,146.0,4958.0,10.0,33.96,nan,0,Type-0,-0.8603019799174891
UNIV HOSP LLANDOUGH,161.0,6001.0,6.0,37.27,nan,0,Type-0,-0.8657128194525114
UNIV HOSP MORECAMBE BAY NHS FDN TRUST,93.0,5716.0,8.0,61.459999999999994,nan,0,Type-0,-0.8898240677140927
UNIV HOSP NORTH MIDLANDS,266.0,8481.0,9.0,31.88,nan,0,Type-0,-0.8555393900338969
UNIV HOSP NORTH STAFFORDSHIRE,64.0,4761.0,4.0,74.39,nan,0,Type-0,-0.9043941029002522
UNIV HOSP OULU,118.0,4938.0,4.0,41.85,nan,0,Type-0,-0.8724901957691603
UNIV HOSP PERUGIA,2.0,5255.0,1.0,2627.5,nan,0,Type-0,-0.2621287891861996
UNIV HOSP PLYMOUTH NHS TRUST,403.0,5768.0,12.0,14.31,nan,0,Type-0,-0.8319563246804217
UNIV HOSP SALAMANCA,298.0,6609.0,13.0,22.18,nan,0,Type-0,-0.8420701763449484
UNIV HOSP SETIF,31.0,39628.0,26.0,1278.32,nan,0,Type-0,-0.40405360424065145
UNIV HOSP SOUTHAMPTON,1019.0,28211.0,43.0,27.68,nan,0,Type-0,-0.7910018792733953
UNIV HOSP SOUTHAMPTON NHS TRUST,364.0,8105.0,14.0,22.27,nan,0,Type-0,-0.8394889530178381
UNIV HUMAN DEV,204.0,44173.0,39.0,216.53455882352944,nan,0,Type-0,-0.9862958500975937
UNIV HUMANIST STUDIES,222.0,2014.0,1.0,9.07,nan,0,Type-0,-0.8394434948306598
UNIV ILLINOIS HOSP & HLTH SCI SYST,298.0,6598.0,4.0,22.14,nan,0,Type-0,-0.848179459413324
UNIV INST EGAS MONIZ,18.0,30310.0,11.0,1683.89,nan,0,Type-0,-0.34102323353055747
UNIV KLIN INNERE MED II,14.0,7511.0,4.0,536.5,nan,0,Type-0,-0.8427967597252446
UNIV KLIN INNERE MED III,18.0,7709.0,4.0,428.28,nan,0,Type-0,-0.9272045125837344
UNIV LIBERIA,53.0,17508.0,9.0,330.34000000000003,nan,0,Type-0,-0.9827006268066644
UNIV LIFE SCI,777.0,8811.0,0.0,11.33738738738739,nan,0,Type-0,-0.8255677492169251
UNIV LILLE NORD FRANCE COMUE,41837.0,935146.0,721.0,22.35256471544327,nan,2,Type-2,0.9933446694586873
UNIV LYON,2257.0,68074.0,45.0,30.161311475409832,nan,0,Type-0,-0.7049108891356887
UNIV LYON COMUE,55765.0,1263902.0,857.0,22.664162646821485,nan,2,Type-2,0.9856827194873762
UNIV MAIDUGURI,191.0,6291.0,15.0,32.94,nan,0,Type-0,-0.8544637269497202
UNIV MANCHESTE,3.0,4623.0,1.0,1541.0,nan,0,Type-0,-0.38845313616807375
UNIV MARYLAND,261.0,10182.0,13.0,39.010574712643674,nan,0,Type-0,-0.8601347120487767
UNIV MED,378.0,13260.0,14.0,35.08,nan,0,Type-0,-0.8519394607586648
UNIV MED CTR,570.0,15677.0,21.0,27.5,nan,0,Type-0,-0.8325414618481195
UNIV MED CTR GOTTINGEN UMG,109.0,6434.0,6.0,59.03,nan,0,Type-0,-0.8881854921189194
UNIV MED SCI,758.0,45317.0,35.0,59.779999999999994,nan,0,Type-0,-0.8426544029616762
UNIV MIAMI HLTH SYST,313.0,9017.0,19.0,28.809999999999995,nan,0,Type-0,-0.8435865626427899
UNIV MONTENEGRO,1.0,4621.0,1.0,4621.0,nan,3,Type-3,-0.18769736210024693
UNIV NACL RIO NEGRO,115.0,5703.0,8.0,49.59,nan,0,Type-0,-0.8778407460894542
UNIV NANTES ANGERS LE MANS,32538.0,729705.0,610.0,22.42498309668695,nan,2,Type-2,0.9971511763421497
UNIV NOTTINGHAM,11.0,4551.0,3.0,413.7300000000001,nan,0,Type-0,-0.9381386764686094
UNIV ORAN 1,24.0,13272.0,6.0,553.0,nan,0,Type-0,-0.8245058825643672
UNIV PARIS 1 PANTHEON SORBONNE,257.0,2225.0,7.0,8.66,nan,0,Type-0,-0.8341216581387481
UNIV PARIS EST COMUE,24222.0,597057.0,530.0,24.650672941953594,nan,0,Type-0,0.9975576903248701
UNIV PARIS LUMIERES COMUE,367.0,2390.0,2.0,6.51,nan,0,Type-0,-0.8324452512506796
UNIV PARIS SEINE COMUE,749.0,14241.0,3.0,19.01381842456609,nan,0,Type-0,-0.8313725995904506
UNIV PHARM & MED HO CHI MIN CITY,1.0,4621.0,1.0,4621.0,nan,3,Type-3,-0.18769736210024693
UNIV PHARM & MED HO CHI MINH CITY,5.0,10842.0,4.0,2168.4,nan,0,Type-0,-0.29552136184385414
UNIV PHYS GRP,9.0,7502.0,4.0,833.56,nan,0,Type-0,-0.6296596074832209
UNIV SCI & TECHNOL,1596.0,33142.0,14.0,20.76764411027569,nan,0,Type-0,-0.7886898371235616
UNIV SCI EDUC & RES NETWORK USERN,67.0,14305.0,8.0,213.51,nan,0,Type-0,-0.9927224263005697
UNIV SETIF ALGERIA,10.0,8332.0,8.0,833.2,nan,0,Type-0,-0.625056220732694
UNIV SIERRA LEONE,137.0,4463.0,5.0,32.58,nan,0,Type-0,-0.862349621542458
UNIV SINU,49.0,4727.0,1.0,96.47,nan,0,Type-0,-0.9248402789999497
UNIV SOCIAL WELF & REHABIL SCI,1081.0,33914.0,15.0,31.373108233117485,nan,0,Type-0,-0.8199718780079339
UNIV SOUTH CAROLINA,638.0,9573.0,8.0,15.0,nan,0,Type-0,-0.828371923094234
UNIV SOUTH FLORIDA SARASOTA MANATEE,85.0,2798.0,4.0,32.92,nan,0,Type-0,-0.864660483691822
UNIV SOUTHERN COPENHAGEN,1.0,4621.0,1.0,4621.0,nan,3,Type-3,-0.18769736210024693
UNIV SPITAL,51.0,7957.0,6.0,156.02,nan,0,Type-0,-0.9665829835648753
UNIV SWABI,336.0,10388.0,15.0,30.917142857142856,nan,0,Type-0,-0.8482835494177208
UNIV SWAT,55.0,5985.0,13.0,108.82,nan,0,Type-0,-0.9303624216895535
UNIV TEACHING HOSP KIGALI,142.0,16993.0,16.0,119.67,nan,0,Type-0,-0.937765446521414
UNIV TEXAS SOUTHWESTERN MED SCH,296.0,6410.0,5.0,21.66,nan,0,Type-0,-0.8471546411262472
UNIV TOWN SHENZHEN,7717.0,258615.0,298.0,33.51317221718284,nan,0,Type-0,0.8705619040543711
UNIV TRANSPORT TECHNOL,213.0,4611.0,2.0,21.65,nan,0,Type-0,-0.8513123422367465
UNIV VALE RIO SINO,1.0,4621.0,1.0,4621.0,nan,3,Type-3,-0.18769736210024693
UNIV VALLEY CUERNAVACA,10.0,15056.0,8.0,1505.6,nan,0,Type-0,-0.38397333374483356
UNIV WAH,218.0,4692.0,7.0,21.52,nan,0,Type-0,-0.8479254229465611
UNIV WEST SCOTLAND,308.0,6556.0,11.0,21.29,nan,0,Type-0,-0.8423833254745778
UNIV ZABOL,1039.0,19049.0,18.0,18.333474494706447,nan,0,Type-0,-0.8094582734872963
UNIV ZIEKENHUIS,43.0,6138.0,3.0,142.74,nan,0,Type-0,-0.9587207198531965
UNIV ZURICH,265.0,8471.0,14.0,31.97,nan,0,Type-0,-0.8521735341763209
UNIVERSAL SCIENTIFIC EDUCATION & RESEARCH NETWORK (USERN),445.0,7896.0,18.0,17.746966292134832,IRAN,0,Type-0,-0.8292546704326187
UNIVERSIDAD ADOLFO IBANEZ,717.0,7754.0,5.0,10.812984658298465,CHILE,0,Type-0,-0.8240228689157325
UNIVERSIDAD ANDRES BELLO,3760.0,49265.0,29.0,13.102656914893618,CHILE,0,Type-0,-0.6112721700517344
UNIVERSIDAD ANTONIO NARINO,1057.0,38515.0,37.0,36.44,COLOMBIA,0,Type-0,-0.8045828793985389
UNIVERSIDAD AUSTRAL DE CHILE,4156.0,58321.0,36.0,14.032692492781521,CHILE,0,Type-0,-0.5508333369110114
UNIVERSIDAD AUTONOMA DE BAJA CALIFORNIA,1915.0,19766.0,16.0,10.321874673629242,MEXICO,0,Type-0,-0.7661879342251641
UNIVERSIDAD AUTONOMA DE BUCARAMANGA,170.0,8867.0,7.0,52.16,COLOMBIA,0,Type-0,-0.8794592863353008
UNIVERSIDAD AUTONOMA DE CHIHUAHUA,346.0,3794.0,0.0,10.97,MEXICO,0,Type-0,-0.8384878863278957
UNIVERSIDAD AUTONOMA DE CHILE,2919.0,81747.0,47.0,28.004528948269957,CHILE,0,Type-0,-0.6294192044449552
UNIVERSIDAD AUTONOMA DE COAHUILA,249.0,5412.0,4.0,21.73,MEXICO,0,Type-0,-0.8491833635281676
UNIVERSIDAD AUTONOMA DE NUEVO LEON,4543.0,68965.0,32.0,15.181221659696234,MEXICO,0,Type-0,-0.4997853209704989
UNIVERSIDAD AUTONOMA DE QUERETARO,1378.0,18788.0,4.0,13.633962264150945,MEXICO,0,Type-0,-0.8020171133004501
UNIVERSIDAD AUTONOMA DE SAN LUIS POTOSI,3375.0,58567.0,25.0,17.351614814814813,MEXICO,0,Type-0,-0.6444487737827482
UNIVERSIDAD AUTONOMA DE SINALOA,216.0,21089.0,17.0,97.63370370370369,MEXICO,0,Type-0,-0.9165573628126263
UNIVERSIDAD AUTONOMA DE YUCATAN,626.0,5582.0,3.0,8.92,MEXICO,0,Type-0,-0.8264907152234471
UNIVERSIDAD AUTONOMA DEL ESTADO DE HIDALGO,504.0,11821.0,6.0,23.45063492063492,MEXICO,0,Type-0,-0.8418988405861771
UNIVERSIDAD AUTONOMA DEL ESTADO DE MORELOS,1522.0,14044.0,4.0,9.223449408672797,MEXICO,0,Type-0,-0.7930551084528575
UNIVERSIDAD AUTONOMA METROPOLITANA - MEXICO,5109.0,123662.0,61.0,24.203372479937368,MEXICO,0,Type-0,-0.18281442230927608
UNIVERSIDAD CARLOS III DE MADRID,8864.0,111561.0,53.0,12.586289485559567,SPAIN,0,Type-0,0.21756780201963263
UNIVERSIDAD CATOLICA DE LA SANTISIMA CONCEPCION,366.0,4932.0,3.0,13.48,CHILE,0,Type-0,-0.8384860787476951
UNIVERSIDAD CATOLICA DE MURCIA,1602.0,24745.0,19.0,15.448352059925094,SPAIN,0,Type-0,-0.7818206200555584
UNIVERSIDAD CATOLICA DE VALENCIA SAN VICENTE MARTIR,697.0,9831.0,13.0,14.099999999999998,SPAIN,0,Type-0,-0.821947384362269
UNIVERSIDAD CATOLICA DEL MAULE,413.0,4823.0,6.0,11.68,CHILE,0,Type-0,-0.8334544164722181
UNIVERSIDAD CATOLICA DEL NORTE,2199.0,29578.0,23.0,13.45056844020009,CHILE,0,Type-0,-0.7449334508774403
UNIVERSIDAD CEU CARDENAL HERRERA,972.0,28887.0,17.0,29.72102880658436,SPAIN,0,Type-0,-0.8223769546772233
UNIVERSIDAD CIENTIFICA DEL SUR (CIENTIFICA),610.0,4894.0,7.0,8.02,PERU,0,Type-0,-0.823464380675882
UNIVERSIDAD COLEGIO MAYOR DE CUNDINAMARCA,52.0,5091.0,7.0,97.9,COLOMBIA,0,Type-0,-0.9238821725899982
UNIVERSIDAD COSTA RICA,2467.0,91038.0,63.0,36.90145926226185,COSTA RICA,0,Type-0,-0.6267440693487262
UNIVERSIDAD DE ALCALA,8939.0,171204.0,143.0,19.152173621210427,SPAIN,0,Type-0,0.7548673444773286
UNIVERSIDAD DE ALMERIA,5400.0,78173.0,40.0,14.475559259259258,SPAIN,0,Type-0,-0.35420721798029503
UNIVERSIDAD DE ANTIOQUIA,5951.0,104654.0,103.0,17.586103175936817,COLOMBIA,0,Type-0,0.09150896463458766
UNIVERSIDAD DE ANTOFAGASTA,387.0,8780.0,12.0,22.687545219638242,CHILE,0,Type-0,-0.8407382072857428
UNIVERSIDAD DE BURGOS,1734.0,26260.0,10.0,15.14387543252595,SPAIN,0,Type-0,-0.7821695879046484
UNIVERSIDAD DE CADIZ,6513.0,95167.0,58.0,14.613132197144171,SPAIN,0,Type-0,-0.08480606364965076
UNIVERSIDAD DE CANTABRIA,7457.0,220918.0,182.0,29.62492155022127,SPAIN,0,Type-0,0.8380385691871939
UNIVERSIDAD DE CARTAGENA,482.0,104694.0,84.0,217.20387966804978,COLOMBIA,0,Type-0,-0.8546293286228126
UNIVERSIDAD DE CASTILLA-LA MANCHA,12261.0,204525.0,135.0,16.680636163445072,SPAIN,0,Type-0,0.8056949451420964
UNIVERSIDAD DE CHILE,23413.0,454815.0,335.0,19.424834920770515,CHILE,0,Type-0,0.9754994789914715
UNIVERSIDAD DE COLIMA,396.0,10586.0,21.0,26.734444444444446,MEXICO,0,Type-0,-0.8372660980679153
UNIVERSIDAD DE CONCEPCION,8102.0,128563.0,83.0,15.867130338188105,CHILE,0,Type-0,0.34691720013687705
UNIVERSIDAD DE CORDOBA,11205.0,205813.0,139.0,18.36906648817492,SPAIN,0,Type-0,0.8164882932051153
UNIVERSIDAD DE CUENCA,83.0,16263.0,8.0,195.94,ECUADOR,0,Type-0,-0.9872432646256624
UNIVERSIDAD DE EXTREMADURA,6786.0,141087.0,93.0,20.789580017683466,SPAIN,0,Type-0,0.3135911302812627
UNIVERSIDAD DE GUADALAJARA,4604.0,47799.0,42.0,10.381216333622937,MEXICO,0,Type-0,-0.5015503673777617
UNIVERSIDAD DE GUANAJUATO,1886.0,26017.0,4.0,13.796585365853659,MEXICO,0,Type-0,-0.7777036952880676
UNIVERSIDAD DE HUELVA,2407.0,32795.0,9.0,13.624794349813044,SPAIN,0,Type-0,-0.7439904968743035
UNIVERSIDAD DE JAEN,6588.0,105217.0,53.0,15.971158166363082,SPAIN,0,Type-0,-0.06088805454937279
UNIVERSIDAD DE LA COSTA,944.0,65706.0,63.0,69.60305084745762,COLOMBIA,0,Type-0,-0.7956381813909004
UNIVERSIDAD DE LA FRONTERA,3175.0,66157.0,74.0,20.837732283464568,CHILE,0,Type-0,-0.5554658124369904
UNIVERSIDAD DE LA HABANA,494.0,9285.0,5.0,18.8,CUBA,0,Type-0,-0.8384594373298416
UNIVERSIDAD DE LA LAGUNA,10611.0,287283.0,212.0,27.07286777872019,SPAIN,0,Type-0,0.9415846861030238
"UNIVERSIDAD DE LA REPUBLICA, URUGUAY",6879.0,149520.0,101.0,21.73491059747056,URUGUAY,0,Type-0,0.40168872497323016
UNIVERSIDAD DE LA RIOJA,908.0,18545.0,21.0,20.423281938325992,SPAIN,0,Type-0,-0.8137217983095798
UNIVERSIDAD DE LA SABANA,453.0,6356.0,13.0,14.030000000000001,COLOMBIA,0,Type-0,-0.8294434628343745
UNIVERSIDAD DE LA SERENA,221.0,6057.0,6.0,27.41,CHILE,0,Type-0,-0.8543167886610242
UNIVERSIDAD DE LAS PALMAS DE GRAN CANARIA,4014.0,77460.0,46.0,19.29789985052317,SPAIN,0,Type-0,-0.5192958028720892
UNIVERSIDAD DE LEON,4620.0,61988.0,32.0,13.417963203463204,SPAIN,0,Type-0,-0.5015065757355968
UNIVERSIDAD DE LOS ANDES (COLOMBIA),5015.0,96335.0,76.0,19.20919441674975,COLOMBIA,0,Type-0,-0.2317901677882653
UNIVERSIDAD DE LOS ANDES - CHILE,758.0,13316.0,21.0,17.57,CHILE,0,Type-0,-0.8164296479832323
UNIVERSIDAD DE LOS LAGOS,540.0,9353.0,6.0,17.320314814814818,CHILE,0,Type-0,-0.8349913750758855
UNIVERSIDAD DE MAGALLANES,243.0,7404.0,7.0,30.47,CHILE,0,Type-0,-0.8560856532601905
UNIVERSIDAD DE MALAGA,13217.0,223228.0,146.0,16.889769236589242,SPAIN,0,Type-0,0.8409249192875011
UNIVERSIDAD DE SAN MARTIN DE PORRES,225.0,9081.0,10.0,40.36,PERU,0,Type-0,-0.8645217728581944
UNIVERSIDAD DE SANTIAGO DE CHILE,3375.0,46493.0,26.0,13.77317037037037,CHILE,0,Type-0,-0.6519001905291592
UNIVERSIDAD DE SONORA,343.0,4531.0,1.0,13.210000000000003,MEXICO,0,Type-0,-0.8401043154734978
UNIVERSIDAD DE TALCA,1554.0,20973.0,18.0,13.497117117117117,CHILE,0,Type-0,-0.7837954141030022
UNIVERSIDAD DE TARAPACA,1146.0,11742.0,15.0,10.245165794066317,CHILE,0,Type-0,-0.8010396216615234
UNIVERSIDAD DE VALLADOLID,7886.0,117663.0,70.0,14.92112985036774,SPAIN,0,Type-0,0.22334364036100743
UNIVERSIDAD DE VALPARAISO,459.0,6670.0,10.0,14.53,CHILE,0,Type-0,-0.8320400732994991
UNIVERSIDAD DEL AZUAY,77.0,5645.0,8.0,73.31,ECUADOR,0,Type-0,-0.9012890315351152
UNIVERSIDAD DEL DESARROLLO,1555.0,41422.0,42.0,26.638057877813505,CHILE,0,Type-0,-0.7644035704177456
UNIVERSIDAD DEL NORTE COLOMBIA,722.0,8283.0,5.0,11.471883656509696,COLOMBIA,0,Type-0,-0.8244496724808117
UNIVERSIDAD DEL ROSARIO,1511.0,23635.0,19.0,15.644606221045663,COLOMBIA,0,Type-0,-0.7862808203472192
UNIVERSIDAD DEL VALLE,1732.0,22732.0,17.0,13.12236143187067,COLOMBIA,0,Type-0,-0.7759121484057587
UNIVERSIDAD EL BOSQUE,761.0,22496.0,24.0,29.56,COLOMBIA,0,Type-0,-0.8250631900497682
UNIVERSIDAD FINIS TERRAE,341.0,5326.0,4.0,15.620000000000001,CHILE,0,Type-0,-0.8406285023467521
UNIVERSIDAD FRANCISCO DE VITORIA,799.0,13098.0,19.0,16.39,SPAIN,0,Type-0,-0.8156944892020735
UNIVERSIDAD IBEROAMERICANA CIUDAD DE MEXICO,1002.0,29879.0,14.0,29.82,MEXICO,0,Type-0,-0.823256873549504
UNIVERSIDAD ICESI,639.0,40633.0,34.0,63.590641627543036,COLOMBIA,0,Type-0,-0.8537087266063087
UNIVERSIDAD INDUSTRIAL DE SANTANDER,693.0,18895.0,8.0,27.266493506493507,COLOMBIA,0,Type-0,-0.8376497766358858
UNIVERSIDAD INTERNACIONAL DE LA RIOJA (UNIR),576.0,3847.0,4.0,6.68,SPAIN,0,Type-0,-0.8253083547989736
UNIVERSIDAD LOYOLA ANDALUCIA,564.0,6895.0,4.0,12.22659574468085,SPAIN,0,Type-0,-0.8307912195387355
UNIVERSIDAD MAYOR,919.0,19224.0,27.0,20.918150163220893,CHILE,0,Type-0,-0.8079940457087673
UNIVERSIDAD MAYOR DE SAN ANDRES,196.0,6286.0,6.0,32.07,BOLIVIA,0,Type-0,-0.859617509339729
UNIVERSIDAD MICHOACANA DE SAN NICOLAS DE HIDALGO,1137.0,11448.0,11.0,10.065391380826735,MEXICO,0,Type-0,-0.8044170575975678
