univ,country,docs,cites,cpp,top_papers,subject
NAZARBAYEV UNIVERSITY,KAZAKHSTAN,496.0,10052.0,20.27,4.0,MATERIALS SCIENCE
KARABUK UNIVERSITY,TURKIYE,686.0,10050.0,14.65,1.0,MATERIALS SCIENCE
MINZU UNIVERSITY OF CHINA,CHINA MAINLAND,197.0,10045.0,50.99,11.0,MATERIALS SCIENCE
CSIR - INDIAN INSTITUTE OF CHEMICAL TECHNOLOGY (IICT),INDIA,408.0,10032.0,24.59,3.0,MATERIALS SCIENCE
ISTITUTO NAZIONALE DI FISICA NUCLEARE (INFN),ITALY,700.0,10029.0,14.33,3.0,MATERIALS SCIENCE
NATIONAL TAIWAN NORMAL UNIVERSITY,TAIWAN,471.0,10025.0,21.28,2.0,MATERIALS SCIENCE
YOKOHAMA NATIONAL UNIVERSITY,JAPAN,693.0,10014.0,14.45,3.0,MATERIALS SCIENCE
SHAHID CHAMRAN UNIVERSITY OF AHVAZ,IRAN,455.0,10009.0,22.0,4.0,MATERIALS SCIENCE
CY CERGY PARIS UNIVERSITE,FRANCE,373.0,10007.0,26.83,2.0,MATERIALS SCIENCE
UNIV PARIS SEINE COMUE,,373.0,10007.0,26.83,2.0,MATERIALS SCIENCE
FOUNDATION FOR RESEARCH & TECHNOLOGY - HELLAS (FORTH),GREECE,462.0,10004.0,21.65,2.0,MATERIALS SCIENCE
FACULTE DES SCIENCES DE TUNIS (FST),TUNISIA,616.0,9997.0,16.23,1.0,MATERIALS SCIENCE
EGYPTIAN ATOMIC ENERGY AUTHORITY (EAEA),EGYPT,586.0,9986.0,17.04,1.0,MATERIALS SCIENCE
UNIVERSITY OF ZAGREB,CROATIA,997.0,9986.0,10.02,0.0,MATERIALS SCIENCE
THALES GROUP,FRANCE,295.0,9984.0,33.84,7.0,MATERIALS SCIENCE
NASA GLENN RESEARCH CENTER,USA,451.0,9983.0,22.14,2.0,MATERIALS SCIENCE
MINJIANG UNIVERSITY,CHINA MAINLAND,599.0,9959.0,16.63,4.0,MATERIALS SCIENCE
EDUCATION UNIVERSITY OF HONG KONG (EDUHK),HONG KONG,129.0,9958.0,77.19,12.0,MATERIALS SCIENCE
KASETSART UNIVERSITY,THAILAND,645.0,9953.0,15.43,0.0,MATERIALS SCIENCE
UNIVERSITY OF LUXEMBOURG,LUXEMBOURG,446.0,9941.0,22.29,7.0,MATERIALS SCIENCE
AMITY UNIVERSITY NOIDA,INDIA,507.0,9940.0,19.61,5.0,MATERIALS SCIENCE
SHAANXI JOINT LAB GRAPHENE NPU,,177.0,9938.0,56.15,8.0,MATERIALS SCIENCE
UNIVERSITY OF NAMUR,BELGIUM,346.0,9923.0,28.68,2.0,MATERIALS SCIENCE
BEIJING GRAPHENE INSTITUTE,CHINA MAINLAND,229.0,9913.0,43.29,12.0,MATERIALS SCIENCE
UNIVERSITY OF ISFAHAN,IRAN,503.0,9910.0,19.7,2.0,MATERIALS SCIENCE
HUN-REN WIGNER RESEARCH CENTRE FOR PHYSICS,HUNGARY,394.0,9896.0,25.12,5.0,MATERIALS SCIENCE
UNIVERSITY OF CATANIA,ITALY,609.0,9896.0,16.25,1.0,MATERIALS SCIENCE
INSTITUTE OF BIOMEDICAL ENGINEERING - CAMS,CHINA MAINLAND,316.0,9891.0,31.3,4.0,MATERIALS SCIENCE
UCLA JONSSON COMPREHENSIVE CANCER CENTER,USA,103.0,9860.0,95.73,10.0,MATERIALS SCIENCE
SHAHID BEHESHTI UNIVERSITY MEDICAL SCIENCES,IRAN,370.0,9840.0,26.59,3.0,MATERIALS SCIENCE
MAYO CLINIC,USA,284.0,9827.0,34.6,5.0,MATERIALS SCIENCE
NORTH DAKOTA STATE UNIVERSITY FARGO,USA,470.0,9826.0,20.91,0.0,MATERIALS SCIENCE
UFA UNIVERSITY OF SCIENCE & TECHNOLOGY,RUSSIA,572.0,9799.0,17.13,4.0,MATERIALS SCIENCE
GUANGDONG MEDICAL UNIVERSITY,CHINA MAINLAND,327.0,9796.0,29.96,13.0,MATERIALS SCIENCE
YONSEI UNIVERSITY HEALTH SYSTEM,SOUTH KOREA,484.0,9757.0,20.16,4.0,MATERIALS SCIENCE
MONASH UNIVERSITY MALAYSIA,MALAYSIA,355.0,9740.0,27.44,2.0,MATERIALS SCIENCE
SCUOLA NORMALE SUPERIORE DI PISA,ITALY,285.0,9724.0,34.12,1.0,MATERIALS SCIENCE
KYOTO INSTITUTE OF TECHNOLOGY,JAPAN,699.0,9707.0,13.89,1.0,MATERIALS SCIENCE
HUNGARIAN ACADEMY OF SCIENCES,HUNGARY,480.0,9694.0,20.2,2.0,MATERIALS SCIENCE
EAST CHINA UNIVERSITY OF TECHNOLOGY,CHINA MAINLAND,509.0,9694.0,19.05,5.0,MATERIALS SCIENCE
UNIVERSITY OF MARIBOR,SLOVENIA,673.0,9694.0,14.4,2.0,MATERIALS SCIENCE
MYONGJI UNIVERSITY,SOUTH KOREA,445.0,9683.0,21.76,4.0,MATERIALS SCIENCE
UNIVERSITY HEALTH NETWORK TORONTO,CANADA,195.0,9681.0,49.65,9.0,MATERIALS SCIENCE
UNIVERSITY OF PUERTO RICO,USA,362.0,9680.0,26.74,3.0,MATERIALS SCIENCE
UNIVERSITE DE ORLEANS,FRANCE,500.0,9664.0,19.33,3.0,MATERIALS SCIENCE
DWI LEIBNIZ INSTITUTE FOR INTERACTIVE MATERIALS,GERMANY (FED REP GER),332.0,9659.0,29.09,1.0,MATERIALS SCIENCE
SABANCI UNIVERSITY,TURKIYE,526.0,9650.0,18.35,8.0,MATERIALS SCIENCE
PONDICHERRY UNIVERSITY,INDIA,524.0,9646.0,18.41,1.0,MATERIALS SCIENCE
FAR EASTERN FEDERAL UNIVERSITY,RUSSIA,592.0,9629.0,16.27,1.0,MATERIALS SCIENCE
WAGENINGEN UNIVERSITY & RESEARCH,NETHERLANDS,330.0,9621.0,29.15,3.0,MATERIALS SCIENCE
SAMSUNG DISPLAY,SOUTH KOREA,411.0,9608.0,23.38,3.0,MATERIALS SCIENCE
SLOVAK UNIVERSITY OF TECHNOLOGY BRATISLAVA,SLOVAKIA,810.0,9593.0,11.84,2.0,MATERIALS SCIENCE
ISTITUTO OFFICINA DEI MATERIALI (IOM-CNR),ITALY,494.0,9586.0,19.4,2.0,MATERIALS SCIENCE
ECOLE NORMALE SUPERIEURE (ENS),FRANCE,319.0,9579.0,30.03,6.0,MATERIALS SCIENCE
QINGHAI UNIVERSITY,CHINA MAINLAND,680.0,9571.0,14.07,3.0,MATERIALS SCIENCE
HOWARD HUGHES MEDICAL INSTITUTE,USA,159.0,9550.0,60.06,8.0,MATERIALS SCIENCE
SHANDONG FIRST MEDICAL UNIVERSITY & SHANDONG ACADEMY OF MEDICAL SCIENCES,CHINA MAINLAND,687.0,9515.0,13.85,8.0,MATERIALS SCIENCE
INSTITUTE TECHNOLOGY OF BANDUNG,INDONESIA,639.0,9513.0,14.89,3.0,MATERIALS SCIENCE
RESEAU ETAB ENSEIGN SUPER RECH CHAMPAGNE ARDENNE,,589.0,9512.0,16.15,1.0,MATERIALS SCIENCE
KOREA NATIONAL UNIVERSITY OF TRANSPORTATION,SOUTH KOREA,616.0,9507.0,15.43,4.0,MATERIALS SCIENCE
INDIAN INSTITUTE OF TECHNOLOGY (IIT) - PATNA,INDIA,646.0,9504.0,14.71,2.0,MATERIALS SCIENCE
MILITARY UNIVERSITY OF TECHNOLOGY IN WARSAW,POLAND,847.0,9478.0,11.19,1.0,MATERIALS SCIENCE
POLYMAT,SPAIN,449.0,9458.0,21.06,3.0,MATERIALS SCIENCE
NANJING AGRICULTURAL UNIVERSITY,CHINA MAINLAND,431.0,9456.0,21.94,9.0,MATERIALS SCIENCE
CONSEJO NACIONAL DE CIENCIA Y TECNOLOGIA (CONACYT),MEXICO,708.0,9455.0,13.35,0.0,MATERIALS SCIENCE
LINYI UNIVERSITY,CHINA MAINLAND,475.0,9454.0,19.9,5.0,MATERIALS SCIENCE
FRAUNHOFER INSTITUTE OF SOLAR ENERGY SYSTEMS,GERMANY (FED REP GER),387.0,9453.0,24.43,4.0,MATERIALS SCIENCE
UNIVERSITY OF SULIMANYAH,IRAQ,255.0,9451.0,37.06,6.0,MATERIALS SCIENCE
BHARATHIDASAN UNIVERSITY,INDIA,659.0,9430.0,14.31,0.0,MATERIALS SCIENCE
CSIR - INSTITUTE OF MINERALS & MATERIALS TECHNOLOGY (IMMT),INDIA,511.0,9426.0,18.45,3.0,MATERIALS SCIENCE
MASDAR INSTITUTE OF SCIENCE & TECHNOLOGY,UNITED ARAB EMIRATES,223.0,9416.0,42.22,4.0,MATERIALS SCIENCE
INDIAN INSTITUTE OF TECHNOLOGY (IIT) - JODHPUR,INDIA,593.0,9404.0,15.86,2.0,MATERIALS SCIENCE
GUANGXI MEDICAL UNIVERSITY,CHINA MAINLAND,402.0,9400.0,23.38,6.0,MATERIALS SCIENCE
FARADAY INST,,272.0,9399.0,34.56,12.0,MATERIALS SCIENCE
SOHAG UNIVERSITY,EGYPT,438.0,9393.0,21.45,0.0,MATERIALS SCIENCE
NICOLAUS COPERNICUS UNIVERSITY,POLAND,575.0,9379.0,16.31,1.0,MATERIALS SCIENCE
INDIANA UNIVERSITY BLOOMINGTON,USA,336.0,9360.0,27.86,5.0,MATERIALS SCIENCE
MAASTRICHT UNIVERSITY MEDICAL CENTRE (MUMC),NETHERLANDS,301.0,9358.0,31.09,4.0,MATERIALS SCIENCE
CHENGDU UNIVERSITY OF INFORMATION TECHNOLOGY,CHINA MAINLAND,545.0,9344.0,17.14,2.0,MATERIALS SCIENCE
COUNCIL FOR SCIENTIFIC & INDUSTRIAL RESEARCH (CSIR) - SOUTH AFRICA,SOUTH AFRICA,398.0,9327.0,23.43,3.0,MATERIALS SCIENCE
GH ASACHI TECHNICAL UNIVERSITY,ROMANIA,827.0,9319.0,11.27,1.0,MATERIALS SCIENCE
NATIONAL INSTITUTE OF TECHNOLOGY SILCHAR,INDIA,633.0,9310.0,14.71,1.0,MATERIALS SCIENCE
SURANAREE UNIVERSITY OF TECHNOLOGY,THAILAND,516.0,9305.0,18.03,0.0,MATERIALS SCIENCE
SIEMENS AG,GERMANY (FED REP GER),365.0,9300.0,25.48,3.0,MATERIALS SCIENCE
LUOYANG NORMAL UNIVERSITY,CHINA MAINLAND,304.0,9277.0,30.52,12.0,MATERIALS SCIENCE
UNIVERSITY OF OREGON,USA,291.0,9263.0,31.83,7.0,MATERIALS SCIENCE
RISE RESEARCH INSTITUTES OF SWEDEN,SWEDEN,493.0,9255.0,18.77,5.0,MATERIALS SCIENCE
UNIVERSITY OF GOTHENBURG,SWEDEN,358.0,9252.0,25.84,2.0,MATERIALS SCIENCE
HACETTEPE UNIVERSITY,TURKIYE,633.0,9248.0,14.61,0.0,MATERIALS SCIENCE
CITY COLLEGE OF NEW YORK (CUNY),USA,307.0,9247.0,30.12,3.0,MATERIALS SCIENCE
QASSIM UNIVERSITY,SAUDI ARABIA,793.0,9234.0,11.64,1.0,MATERIALS SCIENCE
NATIONAL CENTRE OF SCIENTIFIC RESEARCH DEMOKRITOS,GREECE,500.0,9226.0,18.45,2.0,MATERIALS SCIENCE
BOKU UNIVERSITY,AUSTRIA,524.0,9216.0,17.59,5.0,MATERIALS SCIENCE
XI'AN SHIYOU UNIVERSITY,CHINA MAINLAND,734.0,9208.0,12.54,4.0,MATERIALS SCIENCE
"VISVESVARAYA NATIONAL INSTITUTE OF TECHNOLOGY, NAGPUR",INDIA,575.0,9201.0,16.0,1.0,MATERIALS SCIENCE
TATA INSTITUTE OF FUNDAMENTAL RESEARCH (TIFR),INDIA,411.0,9199.0,22.38,2.0,MATERIALS SCIENCE
HELMHOLTZ INST ULM HIU,,242.0,9158.0,37.84,15.0,MATERIALS SCIENCE
"NATIONAL INSTITUTE FOR LASER, PLASMA & RADIATION PHYSICS - ROMANIA",ROMANIA,718.0,9150.0,12.74,1.0,MATERIALS SCIENCE
YUAN ZE UNIVERSITY,TAIWAN,496.0,9149.0,18.45,3.0,MATERIALS SCIENCE
UNIVERSITY OF ROSTOCK,GERMANY (FED REP GER),502.0,9146.0,18.22,3.0,MATERIALS SCIENCE
SHANXI MEDICAL UNIVERSITY,CHINA MAINLAND,517.0,9146.0,17.69,3.0,MATERIALS SCIENCE
BETH ISRAEL DEACONESS MEDICAL CENTER,USA,106.0,9138.0,86.21,4.0,MATERIALS SCIENCE
EGE UNIVERSITY,TURKIYE,781.0,9119.0,11.68,2.0,MATERIALS SCIENCE
KOREA ELECTRONICS TECHNOLOGY INSTITUTE (KETI),SOUTH KOREA,232.0,9089.0,39.18,4.0,MATERIALS SCIENCE
UNIVERSITY OF SILESIA IN KATOWICE,POLAND,916.0,9050.0,9.88,0.0,MATERIALS SCIENCE
SYRACUSE UNIVERSITY,USA,363.0,9046.0,24.92,3.0,MATERIALS SCIENCE
NATIONAL CENTRE FOR PHYSICS - PAKISTAN,PAKISTAN,469.0,9039.0,19.27,1.0,MATERIALS SCIENCE
SELCUK UNIVERSITY,TURKIYE,531.0,9014.0,16.98,1.0,MATERIALS SCIENCE
VITO,BELGIUM,239.0,9012.0,37.71,6.0,MATERIALS SCIENCE
"I3S - INSTITUTO DE INVESTIGACAO E INOVACAO EM SAUDE, UNIVERSIDADE DO PORTO",PORTUGAL,319.0,8986.0,28.17,1.0,MATERIALS SCIENCE
UNIVERSITY OF SOUTHERN MISSISSIPPI,USA,265.0,8978.0,33.88,9.0,MATERIALS SCIENCE
BARTIN UNIVERSITY,TURKIYE,475.0,8964.0,18.87,3.0,MATERIALS SCIENCE
NETHERLANDS ORGANIZATION APPLIED SCIENCE RESEARCH,NETHERLANDS,288.0,8959.0,31.11,3.0,MATERIALS SCIENCE
NATIONAL RESEARCH CENTRE - KURCHATOV INSTITUTE,RUSSIA,1025.0,8955.0,8.74,0.0,MATERIALS SCIENCE
ANYANG NORMAL UNIVERSITY,CHINA MAINLAND,270.0,8944.0,33.13,3.0,MATERIALS SCIENCE
NORTHEAST PETROLEUM UNIVERSITY,CHINA MAINLAND,532.0,8944.0,16.81,4.0,MATERIALS SCIENCE
AIRBUS,NETHERLANDS,331.0,8943.0,27.02,1.0,MATERIALS SCIENCE
PRINCE OF SONGKLA UNIVERSITY,THAILAND,656.0,8942.0,13.63,0.0,MATERIALS SCIENCE
YANGTZE UNIVERSITY,CHINA MAINLAND,520.0,8941.0,17.19,12.0,MATERIALS SCIENCE
KAZAN FEDERAL UNIVERSITY,RUSSIA,527.0,8923.0,16.93,4.0,MATERIALS SCIENCE
UNIVERSITE LIBRE DE BRUXELLES,BELGIUM,409.0,8909.0,21.78,2.0,MATERIALS SCIENCE
CSIR - NATIONAL METALLURGICAL LABORATORY (NML),INDIA,657.0,8902.0,13.55,1.0,MATERIALS SCIENCE
VISVESVARAYA TECHNOLOGICAL UNIVERSITY,INDIA,480.0,8881.0,18.5,0.0,MATERIALS SCIENCE
UNIVERSITY OF ELECTRO-COMMUNICATIONS - JAPAN,JAPAN,325.0,8879.0,27.32,8.0,MATERIALS SCIENCE
ZHEJIANG OCEAN UNIVERSITY,CHINA MAINLAND,371.0,8875.0,23.92,26.0,MATERIALS SCIENCE
ISTITUTO DI SCIENZA E TECNOLOGIA DEI MATERIALI CERAMICI (ISTEC-CNR),ITALY,370.0,8862.0,23.95,0.0,MATERIALS SCIENCE
MAHIDOL UNIVERSITY,THAILAND,415.0,8859.0,21.35,3.0,MATERIALS SCIENCE
UNIVERSITY OF TEXAS SOUTHWESTERN MEDICAL CENTER,USA,212.0,8853.0,41.76,9.0,MATERIALS SCIENCE
VIT CHENNAI,INDIA,750.0,8852.0,11.8,2.0,MATERIALS SCIENCE
TU CLAUSTHAL,GERMANY (FED REP GER),564.0,8838.0,15.67,1.0,MATERIALS SCIENCE
HEWLETT-PACKARD,USA,78.0,8821.0,113.09,8.0,MATERIALS SCIENCE
UNIVERSITY OF CALIFORNIA MERCED,USA,262.0,8808.0,33.62,3.0,MATERIALS SCIENCE
NATIONAL RESEARCH FOUNDATION - SOUTH AFRICA,SOUTH AFRICA,363.0,8800.0,24.24,1.0,MATERIALS SCIENCE
UNIV SCI & TECHNOL,,403.0,8794.0,21.82,6.0,MATERIALS SCIENCE
NATIONAL RESEARCH NUCLEAR UNIVERSITY MEPHI (MOSCOW ENGINEERING PHYSICS INSTITUTE),RUSSIA,729.0,8783.0,12.05,0.0,MATERIALS SCIENCE
SHOOLINI UNIVERSITY,INDIA,273.0,8781.0,32.16,5.0,MATERIALS SCIENCE
ASIA UNIVERSITY TAIWAN,TAIWAN,457.0,8757.0,19.16,4.0,MATERIALS SCIENCE
IMAM MOHAMMAD IBN SAUD ISLAMIC UNIVERSITY (IMSIU),SAUDI ARABIA,708.0,8741.0,12.35,4.0,MATERIALS SCIENCE
CHINA ACAD SPACE TECHNOL,,387.0,8732.0,22.56,2.0,MATERIALS SCIENCE
INSTITUT DE RECHERCHE POUR LE DEVELOPPEMENT (IRD),FRANCE,317.0,8728.0,27.53,3.0,MATERIALS SCIENCE
UNIVERSITY OF OTAGO,NEW ZEALAND,300.0,8715.0,29.05,7.0,MATERIALS SCIENCE
UNIVERSITY OF L'AQUILA,ITALY,363.0,8713.0,24.0,0.0,MATERIALS SCIENCE
ROMA TRE UNIVERSITY,ITALY,409.0,8711.0,21.3,2.0,MATERIALS SCIENCE
NARA INSTITUTE OF SCIENCE & TECHNOLOGY,JAPAN,622.0,8709.0,14.0,0.0,MATERIALS SCIENCE
UNIVERSITY OF TARTU INSTITUTE OF PHYSICS,ESTONIA,433.0,8693.0,20.08,1.0,MATERIALS SCIENCE
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,USA,237.0,8682.0,36.63,3.0,MATERIALS SCIENCE
HUAIYIN INSTITUTE OF TECHNOLOGY,CHINA MAINLAND,546.0,8678.0,15.89,3.0,MATERIALS SCIENCE
INDIAN INSTITUTE OF TECHNOLOGY (IIT) - BHUBANESWAR,INDIA,501.0,8669.0,17.3,0.0,MATERIALS SCIENCE
SAN DIEGO STATE UNIVERSITY,USA,318.0,8662.0,27.24,4.0,MATERIALS SCIENCE
SHANGHAI OCEAN UNIVERSITY,CHINA MAINLAND,315.0,8655.0,27.48,5.0,MATERIALS SCIENCE
UNIVERSITY OF LATVIA,LATVIA,736.0,8639.0,11.74,2.0,MATERIALS SCIENCE
NASA JET PROPULSION LABORATORY (JPL),USA,223.0,8627.0,38.69,5.0,MATERIALS SCIENCE
KANAZAWA UNIVERSITY,JAPAN,605.0,8616.0,14.24,1.0,MATERIALS SCIENCE
"INSTITUTE OF STRENGTH PHYSICS & MATERIALS SCIENCE, SIBERIAN BRANCH OF THE RAS",RUSSIA,962.0,8603.0,8.94,1.0,MATERIALS SCIENCE
UNIVERSIDADE FEDERAL DO PARANA,BRAZIL,699.0,8587.0,12.28,0.0,MATERIALS SCIENCE
TOKYO UNIVERSITY OF AGRICULTURE & TECHNOLOGY,JAPAN,564.0,8565.0,15.19,5.0,MATERIALS SCIENCE
SIBERIAN FEDERAL UNIVERSITY,RUSSIA,590.0,8560.0,14.51,3.0,MATERIALS SCIENCE
UNIV CLERMONT AUVERGNE ASSOC,,451.0,8554.0,18.97,1.0,MATERIALS SCIENCE
TIANJIN CHENGJIAN UNIVERSITY,CHINA MAINLAND,506.0,8535.0,16.87,3.0,MATERIALS SCIENCE
NATIONAL KAOHSIUNG UNIVERSITY OF SCIENCE & TECHNOLOGY,TAIWAN,834.0,8513.0,10.21,0.0,MATERIALS SCIENCE
ISTITUTO DI STRUTTURA DELLA MATERIA (ISM-CNR),ITALY,424.0,8495.0,20.04,3.0,MATERIALS SCIENCE
UNIVERSITY OF WITWATERSRAND,SOUTH AFRICA,558.0,8493.0,15.22,2.0,MATERIALS SCIENCE
,,,,,,MATERIALS SCIENCE
CENTRE NATIONAL DE LA RECHERCHE SCIENTIFIQUE (CNRS),FRANCE,19677.0,125705.0,6.39,114.0,MATHEMATICS
UNIVERSITY OF CALIFORNIA SYSTEM,USA,9450.0,86503.0,9.15,151.0,MATHEMATICS
CNRS - NATIONAL INSTITUTE FOR MATHEMATICAL SCIENCES (INSMI),FRANCE,8175.0,57573.0,7.04,53.0,MATHEMATICS
CHINESE ACADEMY OF SCIENCES,CHINA MAINLAND,7777.0,53218.0,6.84,81.0,MATHEMATICS
EGYPTIAN KNOWLEDGE BANK (EKB),EGYPT,5507.0,47070.0,8.55,204.0,MATHEMATICS
KING ABDULAZIZ UNIVERSITY,SAUDI ARABIA,4063.0,45618.0,11.23,155.0,MATHEMATICS
SWISS FEDERAL INSTITUTES OF TECHNOLOGY DOMAIN,SWITZERLAND,3678.0,41380.0,11.25,62.0,MATHEMATICS
CHINA MEDICAL UNIVERSITY TAIWAN,TAIWAN,3165.0,39378.0,12.44,187.0,MATHEMATICS
RUSSIAN ACADEMY OF SCIENCES,RUSSIA,10232.0,35773.0,3.5,14.0,MATHEMATICS
UNIVERSITE PARIS CITE,FRANCE,4806.0,35607.0,7.41,32.0,MATHEMATICS
SORBONNE UNIVERSITE,FRANCE,4234.0,34206.0,8.08,37.0,MATHEMATICS
UNIVERSITY OF TEXAS SYSTEM,USA,3883.0,33144.0,8.54,52.0,MATHEMATICS
MASSACHUSETTS INSTITUTE OF TECHNOLOGY (MIT),USA,2621.0,32613.0,12.44,53.0,MATHEMATICS
STATE UNIVERSITY SYSTEM OF FLORIDA,USA,3597.0,31920.0,8.87,87.0,MATHEMATICS
UNIV BRETAGNE LOIRE,,5120.0,31324.0,6.12,28.0,MATHEMATICS
STANFORD UNIVERSITY,USA,2099.0,31108.0,14.82,97.0,MATHEMATICS
ETH ZURICH,SWITZERLAND,2294.0,30151.0,13.14,45.0,MATHEMATICS
PRINCETON UNIVERSITY,USA,2050.0,28991.0,14.14,75.0,MATHEMATICS
INDIAN INSTITUTE OF TECHNOLOGY SYSTEM (IIT SYSTEM),INDIA,5843.0,28329.0,4.85,44.0,MATHEMATICS
PENNSYLVANIA COMMONWEALTH SYSTEM OF HIGHER EDUCATION (PCSHE),USA,3205.0,27927.0,8.71,27.0,MATHEMATICS
UNIVERSITY OF CALIFORNIA BERKELEY,USA,2339.0,27489.0,11.75,53.0,MATHEMATICS
UNIVERSITY OF OXFORD,ENGLAND,3249.0,27283.0,8.4,56.0,MATHEMATICS
UNIVERSITE PARIS SACLAY,FRANCE,3839.0,26947.0,7.02,20.0,MATHEMATICS
CHINA MEDICAL UNIVERSITY HOSPITAL - TAIWAN,TAIWAN,2071.0,26555.0,12.82,126.0,MATHEMATICS
UNIVERSITY OF LONDON,ENGLAND,3498.0,26286.0,7.51,43.0,MATHEMATICS
UNIVERSITY OF CAMBRIDGE,ENGLAND,2337.0,26081.0,11.16,65.0,MATHEMATICS
UNIVERSITY SYSTEM OF OHIO,USA,4352.0,25264.0,5.81,25.0,MATHEMATICS
HARVARD UNIVERSITY,USA,2119.0,25208.0,11.9,53.0,MATHEMATICS
SHANDONG UNIVERSITY OF SCIENCE & TECHNOLOGY,CHINA MAINLAND,1417.0,24766.0,17.48,90.0,MATHEMATICS
COLUMBIA UNIVERSITY,USA,1952.0,24339.0,12.47,54.0,MATHEMATICS
TEXAS A&M UNIVERSITY SYSTEM,USA,2619.0,23891.0,9.12,51.0,MATHEMATICS
INSTITUT POLYTECHNIQUE DE PARIS,FRANCE,2726.0,22722.0,8.34,39.0,MATHEMATICS
UNIVERSITY SYSTEM OF GEORGIA,USA,3389.0,22395.0,6.61,31.0,MATHEMATICS
CANKAYA UNIVERSITY,TURKIYE,983.0,21682.0,22.06,98.0,MATHEMATICS
UNIVERSITY OF WASHINGTON,USA,1839.0,20756.0,11.29,46.0,MATHEMATICS
UNIVERSITY OF WASHINGTON SEATTLE,USA,1797.0,20635.0,11.48,46.0,MATHEMATICS
UNIVERSITY OF CALIFORNIA LOS ANGELES,USA,1891.0,20450.0,10.81,35.0,MATHEMATICS
"ACADEMY OF MATHEMATICS & SYSTEM SCIENCES, CAS",CHINA MAINLAND,2710.0,20359.0,7.51,36.0,MATHEMATICS
UNIVERSITY OF MICHIGAN SYSTEM,USA,2427.0,20283.0,8.36,38.0,MATHEMATICS
UNIVERSITY OF MICHIGAN,USA,2415.0,20186.0,8.36,38.0,MATHEMATICS
NEW YORK UNIVERSITY,USA,1584.0,19859.0,12.54,41.0,MATHEMATICS
UNIVERSITY OF WISCONSIN SYSTEM,USA,2408.0,19414.0,8.06,34.0,MATHEMATICS
UNIVERSITY OF CHICAGO,USA,1717.0,19002.0,11.07,36.0,MATHEMATICS
CENTRAL SOUTH UNIVERSITY,CHINA MAINLAND,2492.0,18517.0,7.43,55.0,MATHEMATICS
PEKING UNIVERSITY,CHINA MAINLAND,2685.0,18497.0,6.89,35.0,MATHEMATICS
HARBIN INSTITUTE OF TECHNOLOGY,CHINA MAINLAND,2136.0,18399.0,8.61,46.0,MATHEMATICS
UNIVERSITE PSL,FRANCE,1918.0,18377.0,9.58,21.0,MATHEMATICS
TEXAS A&M UNIVERSITY COLLEGE STATION,USA,1950.0,18322.0,9.4,37.0,MATHEMATICS
PURDUE UNIVERSITY SYSTEM,USA,2096.0,18305.0,8.73,37.0,MATHEMATICS
FUDAN UNIVERSITY,CHINA MAINLAND,2519.0,18268.0,7.25,33.0,MATHEMATICS
IMPERIAL COLLEGE LONDON,ENGLAND,1921.0,17923.0,9.33,28.0,MATHEMATICS
PURDUE UNIVERSITY,USA,1943.0,17830.0,9.18,36.0,MATHEMATICS
UNIVERSITY OF ILLINOIS SYSTEM,USA,2904.0,17541.0,6.04,15.0,MATHEMATICS
QUFU NORMAL UNIVERSITY,CHINA MAINLAND,1768.0,17464.0,9.88,22.0,MATHEMATICS
UNIVERSITY OF PENNSYLVANIA,USA,1399.0,17304.0,12.37,40.0,MATHEMATICS
UNIVERSITY OF MINNESOTA SYSTEM,USA,1902.0,17302.0,9.1,24.0,MATHEMATICS
UNIVERSITY OF ELECTRONIC SCIENCE & TECHNOLOGY OF CHINA,CHINA MAINLAND,1516.0,17296.0,11.41,69.0,MATHEMATICS
UNIVERSITY OF NORTH CAROLINA,USA,2217.0,17292.0,7.8,36.0,MATHEMATICS
SOUTHEAST UNIVERSITY - CHINA,CHINA MAINLAND,1812.0,17164.0,9.47,51.0,MATHEMATICS
ZHEJIANG NORMAL UNIVERSITY,CHINA MAINLAND,1947.0,16936.0,8.7,89.0,MATHEMATICS
UNIVERSITY OF ZURICH,SWITZERLAND,931.0,16923.0,18.18,15.0,MATHEMATICS
BEIJING NORMAL UNIVERSITY,CHINA MAINLAND,2398.0,16848.0,7.03,42.0,MATHEMATICS
ISLAMIC AZAD UNIVERSITY,IRAN,2286.0,16822.0,7.36,45.0,MATHEMATICS
SHANGHAI JIAO TONG UNIVERSITY,CHINA MAINLAND,2308.0,16745.0,7.26,49.0,MATHEMATICS
UNIVERSITY OF WISCONSIN MADISON,USA,1892.0,16691.0,8.82,32.0,MATHEMATICS
UNIVERSITY OF MINNESOTA TWIN CITIES,USA,1777.0,16644.0,9.37,24.0,MATHEMATICS
INRIA,FRANCE,2585.0,16516.0,6.39,18.0,MATHEMATICS
UNIVERSITY OF WARWICK,ENGLAND,2068.0,16336.0,7.9,23.0,MATHEMATICS
UNIVERSITY OF TEXAS AUSTIN,USA,1508.0,16226.0,10.76,32.0,MATHEMATICS
MAX PLANCK SOCIETY,GERMANY (FED REP GER),2299.0,16198.0,7.05,23.0,MATHEMATICS
HUZHOU UNIVERSITY,CHINA MAINLAND,598.0,15702.0,26.26,86.0,MATHEMATICS
UNIVERSITY OF VIENNA,AUSTRIA,2459.0,15698.0,6.38,23.0,MATHEMATICS
SHANDONG UNIVERSITY,CHINA MAINLAND,2609.0,15655.0,6.0,24.0,MATHEMATICS
